顧客 Id,名前,性別,年齢,誕生日,婚姻,血液型,都道府県,キャリア,カレーの食べ方
毛陽-20095,松山 六郎,男,25,1991/06/25,未婚,A型,大阪府,ソフトバンク,手前ルー・別口派
木海-14770,井手 恵子,女,48,1968/04/02,既婚,O型,岩手県,ソフトバンク,右ルー・混ぜ混ぜ派
木匠-17095,坂本 涼,女,77,1939/11/16,既婚,O型,大阪府,ドコモ,ぶっかけ・混ぜ混ぜ派
木真-18490,橋本 薫,女,27,1989/09/17,既婚,O型,愛知県,ドコモ,ぶっかけ・ルー攻め派
木直-10720,南 啓介,男,62,1954/07/30,既婚,A型,埼玉県,ソフトバンク,奥ルー・別口派
木美-15940,宮本 鉄洋,男,53,1963/11/14,既婚,O型,大阪府,au,ぶっかけ・ルー攻め派
木遥-16390,河田 勇,女,36,1980/09/18,既婚,A型,静岡県,au,ぶっかけ・ルー攻め派
目翔-15475,首藤 里穂,女,67,1949/05/01,既婚,O型,長野県,ドコモ,奥ルー・混ぜ混ぜ派
門輝-10435,大石 菊生,男,79,1937/07/05,既婚,A型,宮城県,ドコモ,ぶっかけ・混ぜ混ぜ派
門哲-13570,宇都宮 里奈,女,77,1939/09/16,既婚,A型,石川県,ドコモ,ぶっかけ・ナン派
門颯-10360,梅田 ヒロ,男,29,1988/01/13,既婚,A型,北海道,ドコモ,手前ルー・せき止め派
野寛-15040,阿部 詩織,女,70,1946/04/15,既婚,O型,大阪府,au,ぶっかけ・せき止め派
野直-11260,福島 和之,男,58,1958/03/30,既婚,A型,静岡県,ドコモ,左ルー・せき止め派
野哲-14740,桑田 茜,女,73,1943/10/19,既婚,B型,新潟県,ドコモ,奥ルー・せき止め派
野法-21445,塩見 広之,男,54,1962/12/02,既婚,A型,福岡県,ソフトバンク,右ルー・ルー攻め派
野凛-18940,中田 亮,男,32,1984/10/28,既婚,A型,兵庫県,au,ぶっかけ・混ぜ混ぜ派
矢一-18220,吉川 蒼甫,男,57,1959/07/09,既婚,O型,佐賀県,ドコモ,ぶっかけ・せき止め派
矢勝-13780,赤坂 コウ,女,37,1979/05/14,既婚,A型,広島県,ドコモ,左ルー・別口派
矢良-18925,西秋 彩華,女,55,1961/09/23,既婚,O型,群馬県,ドコモ,奥ルー・せき止め派
矢翔-18010,毛利 由宇,女,29,1987/12/09,既婚,A型,大阪府,ソフトバンク,左ルー・別口派
薬愛-12355,広末 なつみ,女,20,1996/11/29,未婚,A型,三重県,ドコモ,左ルー・ルー攻め派
柳恵-14065,田川 華子,女,34,1982/12/30,既婚,A型,福井県,ドコモ,左ルー・ルー攻め派
柳太-12745,望月 由宇,女,59,1957/04/06,既婚,A型,鹿児島県,ドコモ,ぶっかけ・せき止め派
柳法-19495,白井 雅彦,男,45,1971/09/23,既婚,O型,茨城県,ドコモ,左ルー・ルー攻め派
友四-21280,片桐 愛,女,74,1942/12/29,既婚,AB型,大阪府,ドコモ,右ルー・せき止め派
友静-16810,三田 菜摘,女,32,1984/09/16,既婚,O型,広島県,ドコモ,ぶっかけ・ルー攻め派
友翼-11320,保坂 涼,女,64,1952/06/10,既婚,B型,北海道,ドコモ,左ルー・ルー攻め派
有葵-11380,奥寺 桃子,女,43,1973/08/31,既婚,O型,大阪府,ドコモ,ぶっかけ・混ぜ混ぜ派
有結-11155,坂野 たかお,男,65,1951/11/06,既婚,O型,愛知県,au,左ルー・せき止め派
柚皐-21400,小口 洋介,男,66,1950/10/13,既婚,O型,兵庫県,ドコモ,左ルー・せき止め派
余直-21190,奥村 一代,女,68,1948/12/12,既婚,O型,新潟県,ドコモ,奥ルー・別口派
要美-16540,篠山 米蔵,男,59,1957/04/21,既婚,O型,愛知県,au,右ルー・混ぜ混ぜ派
梨由-16435,塩沢 守,男,67,1949/09/16,既婚,B型,埼玉県,au,左ルー・ナン派
立輝-12595,中岡 浩正,男,64,1953/01/18,既婚,A型,沖縄県,ドコモ,右ルー・せき止め派
立茂-13870,矢島 美佳,女,77,1939/11/16,既婚,O型,埼玉県,ドコモ,手前ルー・ルー攻め派
立雄-11635,三浦 晴臣,男,61,1955/08/03,既婚,O型,大阪府,au,右ルー・混ぜ混ぜ派
鈴直-21805,中山 ひとみ,女,73,1943/07/29,既婚,O型,大阪府,ドコモ,ぶっかけ・ルー攻め派
篭翔-12925,神崎 翔子,女,77,1939/03/25,既婚,B型,埼玉県,ドコモ,右ルー・混ぜ混ぜ派
和一-12955,小町 幸子,女,28,1988/11/14,既婚,B型,大阪府,ドコモ,右ルー・別口派
和明-18685,松崎 勤,男,28,1988/03/24,既婚,A型,鹿児島県,ドコモ,左ルー・ルー攻め派
和優-15400,足立 路子,女,52,1965/01/31,既婚,O型,兵庫県,ドコモ,ぶっかけ・ルー攻め派
和涼-17635,羽田 惇,男,55,1961/04/07,既婚,A型,大阪府,au,右ルー・ルー攻め派
脇千-13810,品川 照生,男,38,1978/06/16,既婚,B型,大阪府,ドコモ,ぶっかけ・混ぜ混ぜ派
鷲正-16855,小日向 まさみ,女,61,1956/02/15,既婚,O型,愛知県,au,左ルー・ルー攻め派
鷲拓-20335,板垣 フミヤ,男,60,1956/05/22,既婚,O型,大分県,ドコモ,左ルー・せき止め派
鷲麗-18670,若槻 路子,女,29,1987/10/13,未婚,A型,大阪府,ドコモ,手前ルー・ルー攻め派
亘朋-12340,藤岡 幸子,女,65,1951/10/02,既婚,A型,大阪府,au,左ルー・混ぜ混ぜ派
鰐葵-14230,深田 莉緒,女,43,1973/10/11,既婚,O型,大阪府,ソフトバンク,奥ルー・混ぜ混ぜ派
廣千-18595,藤原 敏和,男,62,1954/06/05,既婚,AB型,福島県,ソフトバンク,左ルー・せき止め派
檜節-14335,金田 耕司,男,38,1978/06/24,既婚,AB型,大阪府,au,ぶっかけ・せき止め派
榑丈-18745,緒形 薫,男,60,1956/07/23,既婚,A型,青森県,ドコモ,奥ルー・ルー攻め派
櫻正-17305,北沢 薫,男,32,1984/11/06,既婚,B型,京都府,ドコモ,ぶっかけ・混ぜ混ぜ派
濱幸-16345,三田 砂羽,女,35,1981/11/19,既婚,B型,宮城県,ドコモ,右ルー・別口派
濱真-15550,大庭 憲一,男,23,1994/01/23,未婚,B型,福岡県,ドコモ,奥ルー・ナン派
齋陽-14815,森山 ヒロ,男,27,1989/10/14,未婚,O型,福岡県,ドコモ,左ルー・別口派
藪翔-19555,岩永 剛基,男,30,1986/09/02,既婚,B型,鹿児島県,ドコモ,左ルー・ルー攻め派
蛯学-17830,三田 さとみ,女,77,1939/09/02,既婚,O型,愛知県,ソフトバンク,奥ルー・せき止め派
